# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:(.)rho_scf            15:(.)p_scf              16:(.)w_scf              17:phi_scf               18:phi'_scf              19:V_scf                 20:V'_scf                21:V''_scf               22:gr.fac. D             23:gr.fac. f          
       8.458487400115e+13       1.056453564290e-25       5.478796083480e-09       1.543638019285e+22       1.561829742568e+04       1.846464584846e-10       1.321071719863e+18       3.163636757059e-09       1.408477451704e+44       1.483510543315e+33       8.105709840428e+33       9.743408827823e+43       2.382818334582e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -4.335797084702e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       1.457631427696e-06       5.973190064846e+00 
       8.399689573103e+13       1.071295680415e-25       5.518813850358e-09       1.522251902310e+22       1.561829742568e+04       1.859389836940e-10       1.311888500361e+18       3.185782214359e-09       1.369720691902e+44       1.452787938474e+33       7.937845498980e+33       9.475301620897e+43       2.317250854086e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -4.543370743887e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       1.518366070516e-06       5.734262462252e+00 
       8.341300469814e+13       1.086346313429e-25       5.557012627833e-09       1.501162076300e+22       1.561829742568e+04       1.872405565798e-10       1.302769116545e+18       3.208082689859e-09       1.332030393213e+44       1.422701580172e+33       7.773457526374e+33       9.214571860169e+43       2.253487579321e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -4.753728548645e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       1.579100713337e-06       5.513713906012e+00 
       8.283317249071e+13       1.101608392786e-25       5.595211405307e-09       1.480364436334e+22       1.561829742568e+04       1.885512404759e-10       1.293713124672e+18       3.230539268688e-09       1.295377210063e+44       1.393238292127e+33       7.612473929117e+33       8.961016542097e+43       2.191478864363e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -4.966951619236e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       1.639835356157e-06       5.309502279863e+00 
       8.225737089444e+13       1.117084889096e-25       5.635229172185e-09       1.459854934362e+22       1.561829742568e+04       1.898710991592e-10       1.284720084084e+18       3.253153043568e-09       1.259732604377e+44       1.364385170934e+33       7.454824204656e+33       8.714438249143e+43       2.131176429380e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -5.183122483235e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       1.700569998978e-06       5.119877198439e+00 
       8.168557189121e+13       1.132778814703e-25       5.673427949660e-09       1.439629578415e+22       1.561829742568e+04       1.912001968533e-10       1.275789557183e+18       3.275925114873e-09       1.225068823353e+44       1.336129580404e+33       7.300439310506e+33       8.474644996064e+43       2.072533323046e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -5.402325109565e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       1.761304641799e-06       4.943329708838e+00 
       8.111774765760e+13       1.148693224271e-25       5.713445716538e-09       1.419684431832e+22       1.561829742568e+04       1.925385982313e-10       1.266921109417e+18       3.298856590677e-09       1.191358877859e+44       1.308459146041e+33       7.149251634008e+33       8.241450080431e+43       2.015503885986e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -5.624644943182e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       1.822039284619e-06       4.778552051877e+00 
       8.055387056366e+13       1.164831215379e-25       5.753463483416e-09       1.400015612492e+22       1.561829742568e+04       1.938863684189e-10       1.258114309253e+18       3.321948586812e-09       1.158576521413e+44       1.281361749615e+33       7.001194962722e+33       8.014671937265e+43       1.960043715222e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -5.850168940450e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       1.882773927440e-06       4.624405211493e+00 
       7.999391317146e+13       1.181195929123e-25       5.793481250294e-09       1.380619292058e+22       1.561829742568e+04       1.952435729978e-10       1.249368728155e+18       3.345202226919e-09       1.126696229756e+44       1.254825523857e+33       6.856204455425e+33       7.794133997669e+43       1.906109629604e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -6.078985605190e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       1.943508570260e-06       4.479892548634e+00 
       7.943784823382e+13       1.197790550732e-25       5.835318006575e-09       1.361491695232e+22       1.561829742567e+04       1.966102780088e-10       1.240683940571e+18       3.368618642508e-09       1.095693180972e+44       1.228838847262e+33       6.714216613718e+33       7.579664551354e+43       1.853659636186e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -6.311185025445e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.004243213081e-06       4.344138228979e+00 
       7.888564869297e+13       1.214618310179e-25       5.875335773453e-09       1.342629099020e+22       1.561829742567e+04       1.979865499549e-10       1.232059523904e+18       3.392198973005e-09       1.065543236164e+44       1.203390339001e+33       6.575169254216e+33       7.371096612945e+43       1.802652897536e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -6.546858910964e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.064977855901e-06       4.216369457538e+00 
       7.833728767921e+13       1.231682482819e-25       5.917172529735e-09       1.324027832009e+22       1.561829742567e+04       1.993724558046e-10       1.223495058495e+18       3.415944365816e-09       1.036222920661e+44       1.178468853932e+33       6.439001481313e+33       7.168267791965e+43       1.753049699934e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -6.786100631423e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.125712498722e-06       4.095901758751e+00 
       7.779273850965e+13       1.248986390020e-25       5.957190296613e-09       1.305684273648e+22       1.561829742567e+04       2.007680629952e-10       1.214990127601e+18       3.439855976376e-09       1.007709405738e+44       1.154063477724e+33       6.305653660515e+33       6.971020166400e+43       1.704811422453e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -7.029005255403e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.186447141542e-06       3.982126709897e+00 
       7.725197468684e+13       1.266533399813e-25       5.999027052894e-09       1.287594853551e+22       1.561829742567e+04       2.021734394362e-10       1.206544317380e+18       3.463934968211e-09       9.799804908440e+43       1.130163522077e+33       6.175067392322e+33       6.779200159740e+43       1.657900506891e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -7.275669590129e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.247181784363e-06       3.874501663683e+00 
       7.671496989756e+13       1.284326927547e-25       6.040863809176e-09       1.269756050794e+22       1.561829742567e+04       2.035886535122e-10       1.198157216862e+18       3.488182512988e-09       9.530145863146e+43       1.106758520036e+33       6.047185486651e+33       6.592658421409e+43       1.612280428527e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -7.526192222010e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.307916427184e-06       3.772541093587e+00 
       7.618169801148e+13       1.302370436552e-25       6.084519554861e-09       1.252164393233e+22       1.561829742567e+04       2.050137740868e-10       1.189828417936e+18       3.512599790579e-09       9.267906965640e+43       1.083838221411e+33       5.921951937793e+33       6.411249710473e+43       1.567915667681e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -7.780673557975e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.368651070004e-06       3.675809270674e+00 
       7.565213307992e+13       1.320667438815e-25       6.126356311142e-09       1.234816456831e+22       1.561829742567e+04       2.064488705054e-10       1.181557515329e+18       3.537187989113e-09       9.012884037369e+43       1.061392588289e+33       5.799311899882e+33       6.234832782562e+43       1.524771682062e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -8.039215867633e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.429385712825e-06       3.583914038907e+00 
       7.512624933457e+13       1.339221495663e-25       6.170012056828e-09       1.217708864987e+22       1.561829742567e+04       2.078940125990e-10       1.173344106583e+18       3.561948305036e-09       8.764878518120e+43       1.039411790634e+33       5.679211662878e+33       6.063270279898e+43       1.482814879869e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -8.301923326277e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.490120355645e-06       3.496501501373e+00 
       7.460402118627e+13       1.358036218455e-25       6.211848813109e-09       1.200838287881e+22       1.561829742567e+04       2.093492706871e-10       1.165187792039e+18       3.586881943171e-09       8.523697311413e+43       1.017886201986e+33       5.561598629041e+33       5.896428624344e+43       1.442012593641e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -8.568902058745e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.550854998466e-06       3.413251465626e+00 
       7.408542322370e+13       1.377115269288e-25       6.255504558794e-09       1.184201441825e+22       1.561829742567e+04       2.108147155820e-10       1.157088174815e+18       3.611990116773e-09       8.289152634162e+43       9.968063952409e+32       5.446421289901e+33       5.734177913402e+43       1.402333054821e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -8.840260184158e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.611589641286e-06       3.333873524565e+00 
       7.357043021222e+13       1.396462361706e-25       6.299160304479e-09       1.167795088625e+22       1.561829742567e+04       2.122904185910e-10       1.149044860789e+18       3.637274047590e-09       8.061061870468e+43       9.761631385265e+32       5.333629203695e+33       5.576391819075e+43       1.363745369017e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -9.116107861558e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.672324284107e-06       3.258103671734e+00 
       7.305901709257e+13       1.416081261426e-25       6.344635039568e-09       1.151616034950e+22       1.561829742567e+04       2.137764515212e-10       1.141057458579e+18       3.662734965923e-09       7.839247429430e+43       9.559473911558e+32       5.223172973281e+33       5.422947489502e+43       1.326219491955e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -9.396557336463e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.733058926927e-06       3.185701367918e+00 
       7.255115897971e+13       1.435975787067e-25       6.388290785253e-09       1.135661131711e+22       1.561829742567e+04       2.152728866818e-10       1.133125579523e+18       3.688374110685e-09       7.623536606878e+43       9.361502996691e+32       5.115004224499e+33       5.273725453312e+43       1.289726206080e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -9.681722988358e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.793793569748e-06       3.116446990354e+00 
       7.204683116158e+13       1.456149810900e-25       6.433765520342e-09       1.119927273447e+22       1.561829742567e+04       2.167797968886e-10       1.125248837659e+18       3.714192729459e-09       7.413761450905e+43       9.167631939567e+32       5.009075584990e+33       5.128609526601e+43       1.254237097810e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -9.971721379142e-50       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.854528212568e-06       3.050139607581e+00 
       7.154600909790e+13       1.476607259593e-25       6.477421266027e-09       1.104411397720e+22       1.561829742567e+04       2.182972554668e-10       1.117426849711e+18       3.740192078565e-09       7.209758631098e+43       8.977775834615e+32       4.905340663449e+33       4.987486722469e+43       1.219724535415e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -1.026667130256e-49       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.915262855389e-06       2.986595032423e+00 
       7.104866841896e+13       1.497352114983e-25       6.522896001115e-09       1.089110484523e+22       1.561829742567e+04       2.198253362551e-10       1.109659235066e+18       3.766373423115e-09       7.011369311369e+43       8.791851534608e+32       4.803754029303e+33       4.850247163053e+43       1.186161647499e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -1.056669383462e-49       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       2.975997498210e-06       2.925644113394e+00 
       7.055478492449e+13       1.518388414846e-25       6.568370736204e-09       1.074021555688e+22       1.561829742567e+04       2.213641136089e-10       1.101945615755e+18       3.792738037076e-09       6.818439026289e+43       8.609777614246e+32       4.704271192824e+33       4.716783993974e+43       1.153522302082e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -1.087191238506e-49       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       3.036732141030e-06       2.867131231126e+00 
       7.006433458242e+13       1.539720253686e-25       6.615664460696e-09       1.059141674306e+22       1.561829742567e+04       2.229136624041e-10       1.094285616440e+18       3.819287203336e-09       6.630817560821e+43       8.431474334498e+32       4.606848585634e+33       4.586993301144e+43       1.121781086251e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -1.118245274983e-49       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       3.097466783851e-06       2.810912971692e+00 
       6.957729352772e+13       1.561351783530e-25       6.661139195785e-09       1.044467944158e+22       1.561829742567e+04       2.244740580410e-10       1.086678864389e+18       3.846022213759e-09       6.448358833359e+43       8.256863607683e+32       4.511443541634e+33       4.460774029851e+43       1.090913286374e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -1.149844316465e-49       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       3.158201426671e-06       2.756856953006e+00 
       6.909363806129e+13       1.583287214737e-25       6.708432920277e-09       1.029997509152e+22       1.561829742567e+04       2.260453764472e-10       1.079124989463e+18       3.872944369255e-09       6.270920781994e+43       8.085868963263e+32       4.418014278312e+33       4.338027906086e+43       1.060894868860e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -1.182001435965e-49       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       3.218936069492e-06       2.704840784082e+00 
       6.861334464875e+13       1.605530816817e-25       6.755726644769e-09       1.015727552764e+22       1.561829742567e+04       2.276276940824e-10       1.071623624094e+18       3.900054979839e-09       6.098365253901e+43       7.918415514365e+32       4.326519878446e+33       4.218659360024e+43       1.031702461444e+44       1.664003398134e-13      -1.664003398134e-13      -1.000000000000e+00       9.992007000000e-15      -1.214729961515e-49       4.992010194402e-13       4.992010194402e-13       4.992010194402e-13       3.279670712312e-06       2.654751139932e+00 
