# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       5.083333232433e-10       1.163337169576e-15       2.838649789415e-13       0.000000000000e+00       9.764498471341e-10       5.534456837657e-10      -1.608885175058e-13 
    3       5.271781150178e-10       4.113448294324e-15       1.502866016397e-13       0.000000000000e+00       6.359260786989e-10       4.540423182712e-10      -4.913885174040e-13 
    4       4.768627962186e-10       1.044057828799e-14       1.130867755837e-13       0.000000000000e+00       4.186319657017e-10       3.307280027255e-10      -5.524384473649e-13 
    5       4.434787180476e-10       2.053468853665e-14      -2.792175367088e-14       0.000000000000e+00       2.891707745159e-10       2.448886641898e-10      -5.477844940680e-13 
    6       4.305275505666e-10       3.475052880822e-14      -3.356684935528e-13       0.000000000000e+00       2.079387593252e-10       1.867105960266e-10      -5.296581446348e-13 
    7       4.323200934184e-10       5.279204266934e-14      -8.161786994646e-13       0.000000000000e+00       1.541537699750e-10       1.460091284712e-10      -5.044809253800e-13 
    8       4.445483912428e-10       7.377299782511e-14      -1.449963058660e-12       0.000000000000e+00       1.170677355644e-10       1.166219909392e-10      -4.747290850039e-13 
    9       4.647759057140e-10       9.633249954864e-14      -2.200886712737e-12       0.000000000000e+00       9.068006701448e-11       9.483618936631e-11      -4.420298277095e-13 
   10       4.912489953132e-10       1.187651769030e-13      -3.022209037658e-12       0.000000000000e+00       7.142399042998e-11       7.831334004295e-11      -4.074643575560e-13 
   11       5.223134584281e-10       1.392098257872e-13      -3.856121328819e-12       0.000000000000e+00       5.771604561063e-11       6.956535749275e-11      -3.734157554220e-13 
   12       5.568869817846e-10       1.558762961753e-13      -4.637670379635e-12       0.000000000000e+00       4.663411014010e-11       5.890115456281e-11      -2.796590746079e-13 
   13       5.936302807419e-10       1.672751389423e-13      -5.299661395054e-12       0.000000000000e+00       3.817654075820e-11       5.058236073297e-11      -3.020704434430e-13 
   14       6.315467916041e-10       1.724346878455e-13      -5.777668825717e-12       0.000000000000e+00       3.150344612893e-11       4.309954157454e-11      -2.273182268246e-13 
   15       6.693824865921e-10       1.710888645923e-13      -6.013853742623e-12       0.000000000000e+00       2.632191295672e-11       3.791345461684e-11      -2.257006600293e-13 
   16       7.060292335106e-10       1.638138780694e-13      -5.960041763957e-12       0.000000000000e+00       2.210952917307e-11       3.254311335697e-11      -1.738088268380e-13 
   17       7.403503765590e-10       1.521032545511e-13      -5.581847381473e-12       0.000000000000e+00       1.878059538929e-11       2.887356424815e-11      -1.481470348662e-13 
   18       7.712053890772e-10       1.383899554994e-13      -4.859466845483e-12       0.000000000000e+00       1.604656310559e-11       2.546726062265e-11      -1.178508091794e-13 
   19       7.976638642226e-10       1.258776120640e-13      -3.789806430990e-12       0.000000000000e+00       1.379241292964e-11       2.201214064874e-11      -7.505272682524e-14 
   20       8.187493295220e-10       1.186231856746e-13      -2.388583462340e-12       0.000000000000e+00       1.192469495576e-11       1.902394350088e-11      -3.986809305028e-14 
