# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.375969558537e-10       7.005913992479e-15       5.038119887111e-13       2.445071050042e-19       9.059628998439e-09       4.025153447775e-10      -2.471195023110e-12 
    3       1.318228837186e-10       1.205723805430e-14       6.210512568837e-13       4.892481676215e-19       5.664992207877e-09       2.939458040265e-10      -2.185601914457e-12 
    4       1.253530372983e-10       1.436806407159e-14       6.384885578086e-13       8.159254606341e-19       3.948496921115e-09       2.260554249322e-10      -1.762179872398e-12 
    5       1.200617587587e-10       1.360739255762e-14       5.978131503279e-13       1.224828806223e-18       2.948774712572e-09       1.804800839993e-10      -1.328188389074e-12 
    6       1.161153322940e-10       1.078649644864e-14       5.274334204254e-13       1.716302166902e-18       2.303442045794e-09       1.480636425480e-10      -9.280034844809e-13 
    7       1.133860901266e-10       7.357222703213e-15       4.468153318993e-13       2.290732497164e-18       1.856739691939e-09       1.239031943535e-10      -5.850610201218e-13 
    8       1.115737238958e-10       4.451570521903e-15       3.678274754545e-13       2.948537371499e-18       1.532603630185e-09       1.052695640788e-10      -3.103877514517e-13 
    9       1.105543143478e-10       2.572459027243e-15       2.975278287357e-13       3.690151869317e-18       1.289544221609e-09       9.060419266941e-11      -1.067408799561e-13 
   10       1.101443364109e-10       1.661401818256e-15       2.398210687863e-13       4.516015224541e-18       1.102352282066e-09       7.890154220580e-11       2.948344840517e-14 
   11       1.102123875580e-10       1.363955111668e-15       1.964852857752e-13       5.426557754458e-18       9.234582671777e-10       6.955556559847e-11       1.058016639983e-13 
   12       1.106506476196e-10       1.303197827154e-15       1.675464342761e-13       6.422188568722e-18       8.065965115241e-10       6.152097694956e-11       1.353877050502e-13 
