# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       5.653676026230e-10       2.193033541956e-15       1.041596203427e-12       4.424457145811e-20       1.562746152213e-09       7.607832422302e-10       1.205196741625e-12 
    3       5.300955721651e-10       8.200771093429e-16       5.626455587661e-13       8.929102846647e-20       1.048007474165e-09       5.996604617567e-10       4.603217583242e-13 
    4       4.526149751578e-10       9.886609717040e-16       3.478790284891e-13       1.505524183779e-19       7.355078904139e-10       4.483205816016e-10       5.251028451154e-14 
    5       3.934283482088e-10       1.920979111845e-15       2.978390578958e-13       2.289669538532e-19       5.418012983172e-10       3.414905734918e-10      -9.571914175567e-14 
    6       3.537748105930e-10       3.495022133761e-15       2.976866665955e-13       3.256005347823e-19       4.139356868770e-10       2.666827202717e-10      -1.498868098121e-13 
    7       3.290104967245e-10       5.793129996580e-15       2.997400451462e-13       4.415837515305e-19       3.249200531245e-10       2.128759250310e-10      -1.681270238647e-13 
    8       3.144818640991e-10       8.923643756736e-15       2.789654885062e-13       5.780440226161e-19       2.604299891872e-10       1.730257069862e-10      -1.723109381539e-13 
    9       3.074451887227e-10       1.298182054066e-14       2.242028571839e-13       7.360364599003e-19       2.122535506089e-10       1.427606546634e-10      -1.710955349302e-13 
   10       3.061135612644e-10       1.803302322468e-14       1.290453593770e-13       9.164771728211e-19       1.753769262329e-10       1.193390927776e-10      -1.678221403106e-13 
   11       3.087201911897e-10       2.411006473266e-14      -9.586279532748e-15       1.120082661462e-18       1.475480734683e-10       1.040434880757e-10      -1.613757828941e-13 
   12       3.146015319260e-10       3.121437567461e-14      -1.925275506843e-13       1.347318707359e-18       1.243977342949e-10       8.899493201959e-11      -1.564440787745e-13 
   13       3.232375895572e-10       3.931081017009e-14      -4.209465852494e-13       1.598361760166e-18       1.058981060986e-10       7.665269700895e-11      -1.602693528970e-13 
   14       3.339261039189e-10       4.832573460466e-14      -6.942036363317e-13       1.873075254724e-18       9.076525603468e-11       6.705669444359e-11      -1.435693096002e-13 
   15       3.463566845455e-10       5.815267920202e-14      -1.009155373628e-12       2.171002600950e-18       7.836068769016e-11       5.844088190471e-11      -1.533809000189e-13 
   16       3.603552799904e-10       6.865300802602e-14      -1.361919369458e-12       2.491377798653e-18       6.804875264804e-11       5.184314541136e-11      -1.364527202576e-13 
   17       3.757751665717e-10       7.965626192432e-14      -1.748259415378e-12       2.833153776108e-18       5.941490523776e-11       4.580212981877e-11      -1.442890807151e-13 
   18       3.924449362239e-10       9.096614080046e-14      -2.163212354927e-12       3.195038262144e-18       5.211069129822e-11       4.075536773077e-11      -1.453298262676e-13 
   19       4.102792153908e-10       1.023699602296e-13      -2.600477176005e-12       3.575601429794e-18       4.596398934050e-11       3.671157461464e-11      -1.344536747058e-13 
   20       4.290694423699e-10       1.136358365147e-13      -3.052699922110e-12       3.973247847599e-18       4.068906691724e-11       3.313747819997e-11      -1.274560990267e-13 
   21       4.487471118480e-10       1.245281329986e-13      -3.512068257736e-12       4.386430628994e-18       3.616819498083e-11       2.996312128872e-11      -1.242892333818e-13 
   22       4.692070093549e-10       1.348057443040e-13      -3.970268566945e-12       4.813611199791e-18       3.225860752998e-11       2.721415302534e-11      -1.197173875778e-13 
   23       4.903743465478e-10       1.442397662010e-13      -4.418964289647e-12       5.253475751707e-18       2.888174814189e-11       2.483912042058e-11      -1.137982464742e-13 
   24       5.121244838695e-10       1.526110065451e-13      -4.849602116241e-12       5.704895388246e-18       2.593418754012e-11       2.273216799328e-11      -1.081811106811e-13 
   25       5.343503871927e-10       1.597261948476e-13      -5.253369465073e-12       6.167131615075e-18       2.336352199519e-11       2.086206971062e-11      -1.028506778945e-13 
   26       5.569067919887e-10       1.654160259490e-13      -5.621363011548e-12       6.639794937380e-18       2.110533948587e-11       1.919942792132e-11      -9.725469497592e-14 
   27       5.796653636946e-10       1.695489299501e-13      -5.945001250346e-12       7.122993625540e-18       1.911872571469e-11       1.771124800182e-11      -9.131744598422e-14 
