# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.375964493487e-10       7.005669485325e-15       5.038119940101e-13       0.000000000000e+00       9.059628998439e-09       4.025153447775e-10      -2.471195023110e-12 
    3       1.318218731515e-10       1.205674880564e-14       6.210512804500e-13       0.000000000000e+00       5.664992207877e-09       2.939458040265e-10      -2.185601914457e-12 
    4       1.253513583837e-10       1.436724814374e-14       6.384886253369e-13       0.000000000000e+00       3.948496921115e-09       2.260554249322e-10      -1.762179872398e-12 
    5       1.200592502889e-10       1.360616772064e-14       5.978133036375e-13       0.000000000000e+00       2.948774712572e-09       1.804800839993e-10      -1.328188389074e-12 
    6       1.161118367597e-10       1.078478012422e-14       5.274337206534e-13       0.000000000000e+00       2.303442045794e-09       1.480636425480e-10      -9.280034844809e-13 
    7       1.133814542451e-10       7.354931919043e-15       4.468158621955e-13       0.000000000000e+00       1.856739691939e-09       1.239031943535e-10      -5.850610201218e-13 
    8       1.115677990365e-10       4.448621877964e-15       3.678283431254e-13       0.000000000000e+00       1.532603630185e-09       1.052695640788e-10      -3.103877514517e-13 
    9       1.105469568479e-10       2.568768675007e-15       2.975291668113e-13       0.000000000000e+00       1.289544221609e-09       9.060419266941e-11      -1.067408799561e-13 
   10       1.101354077766e-10       1.656885453425e-15       2.398230370064e-13       0.000000000000e+00       1.102352282066e-09       7.890154220580e-11       2.948344840517e-14 
   11       1.102017545520e-10       1.358527980677e-15       1.964880710178e-13       0.000000000000e+00       9.234582671777e-10       6.955556559847e-11       1.058016639983e-13 
