# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_scf            16:(.)p_scf              17:(.)w_scf              18:phi_scf               19:phi'_scf              20:V_scf                 21:V'_scf                22:V''_scf               23:gr.fac. D             24:gr.fac. f          
       1.000000000000e+14       7.558503632183e-26       4.634785000235e-09       2.157545946660e+22       1.267801679324e+04       1.267801679324e-10       1.267801679324e+18       2.675958164800e-09       2.751560535470e+44       2.451390603497e+33       1.339408137477e+34       2.985121549152e-08       1.903443976270e+44       4.655004511949e+44       5.077926941589e+33       0.000000000000e+00       0.000000000000e+00       9.995364831992e-09      -5.060043469891e-17       4.995365906231e-09       4.995365906231e-09       4.995365906231e-09       1.622233455085e-19       2.000000000000e+14 
       9.930486593843e+13       7.664693049712e-26       4.667526809499e-09       2.127654528182e+22       1.267801679324e+04       1.276676291080e-10       1.258988758018e+18       2.694689871954e-09       2.675846458098e+44       2.400623788821e+33       1.311669806183e+34       2.985121549152e-08       1.851067333040e+44       4.526913791294e+44       1.598350150574e+21       1.598350150574e+21       1.000000000000e+00       9.999967781263e-09      -9.861456399050e-04       4.999967781315e-09       4.999967781315e-09       4.999967781315e-09       2.263214794610e-07       1.433565615564e+02 
       9.861456399050e+13       7.772374322368e-26       4.700268618762e-09       2.098177236191e+22       1.267801679324e+04       1.285613025117e-10       1.250237098330e+18       2.713552701057e-09       2.602215788102e+44       2.350908324129e+33       1.284505918930e+34       2.985121549152e-08       1.800131926217e+44       4.402347714471e+44       1.532833922304e+21       1.532833922304e+21       1.000000000000e+00       9.999935786489e-09      -9.724832231036e-04       4.999935786695e-09       4.999935786695e-09       4.999935786695e-09       4.526429589219e-07       7.167828077820e+01 
       9.792906056653e+13       7.881568409223e-26       4.733010428026e-09       2.069108333218e+22       1.267801679324e+04       1.294612316293e-10       1.241546274409e+18       2.732547569965e-09       2.530611196824e+44       2.302222436600e+33       1.257904579330e+34       2.985121549152e-08       1.750598097619e+44       4.281209294592e+44       1.470003198311e+21       1.470003198311e+21       1.000000000000e+00       9.999904014121e-09      -9.590100903443e-04       4.999904014582e-09       4.999904014582e-09       4.999904014582e-09       6.789644383827e-07       4.778552051880e+01 
       9.724832231036e+13       7.992296563805e-26       4.765752237290e-09       2.040442161294e+22       1.267801679324e+04       1.303674602507e-10       1.232915863366e+18       2.751675402955e-09       2.460976933110e+44       2.254544804314e+33       1.231854137361e+34       2.985121549152e-08       1.702427280332e+44       4.163404213587e+44       1.409747900019e+21       1.409747900019e+21       1.000000000000e+00       9.999872462615e-09      -9.457236192179e-04       4.999872463428e-09       4.999872463428e-09       4.999872463428e-09       9.052859178435e-07       3.583914038910e+01 
       9.657231609767e+13       8.104580338230e-26       4.800313035958e-09       2.012173140839e+22       1.267801679324e+04       1.312800324725e-10       1.224345445249e+18       2.770937130775e-09       2.393258779894e+44       2.207854546917e+33       1.206343184268e+34       2.985121549152e-08       1.655581968676e+44       4.048840748713e+44       1.351962460960e+21       1.351962460960e+21       1.000000000000e+00       9.999841130433e-09      -9.326212236469e-04       4.999841131695e-09       4.999841131695e-09       4.999841131695e-09       1.131607397304e-06       2.867131231128e+01 
       9.590100903443e+13       8.218441587403e-26       4.833054845221e-09       1.984295769572e+22       1.267801679324e+04       1.321989926998e-10       1.215834603028e+18       2.790333690691e-09       2.327404011992e+44       2.162131216471e+33       1.181360547562e+34       2.985121549152e-08       1.610025689010e+44       3.937429701143e+44       1.296545641827e+21       1.296545641827e+21       1.000000000000e+00       9.999810016052e-09      -9.197003533823e-04       4.999810017857e-09       4.999810017857e-09       4.999810017857e-09       1.357928876765e-06       2.389276025940e+01 
       9.523436845525e+13       8.333902473265e-26       4.867615643889e-09       1.956804621446e+22       1.267801679324e+04       1.331243856487e-10       1.207382922570e+18       2.809866026526e-09       2.263361355047e+44       2.117354788506e+33       1.156895286131e+34       2.985121549152e-08       1.565722971329e+44       3.829084326512e+44       1.243400353105e+21       1.243400353105e+21       1.000000000000e+00       9.999779117958e-09      -9.069584935070e-04       4.999779120397e-09       4.999779120397e-09       4.999779120397e-09       1.584250356226e-06       2.047950879377e+01 
       9.457236192179e+13       8.450985469112e-26       4.900357453153e-09       1.929694345585e+22       1.267801679324e+04       1.340562563482e-10       1.198989992621e+18       2.829535088711e-09       2.201080945604e+44       2.073505653244e+33       1.132936685446e+34       2.985121549152e-08       1.522639321645e+44       3.723720267383e+44       1.192433484965e+21       1.192433484965e+21       1.000000000000e+00       9.999748434647e-09      -8.943931639467e-04       4.999748437811e-09       4.999748437811e-09       4.999748437811e-09       1.810571835686e-06       1.791957019455e+01 
       9.391495722125e+13       8.569713363968e-26       4.934918251820e-09       1.902959665248e+22       1.267801679324e+04       1.349946501427e-10       1.190655404788e+18       2.849341834332e-09       2.140514292293e+44       2.030564607016e+33       1.109474252871e+34       2.985121549152e-08       1.480741195137e+44       3.621255487561e+44       1.143555744146e+21       1.143555744146e+21       1.000000000000e+00       9.999717964626e-09      -8.820019189868e-04       4.999717968603e-09       4.999717968603e-09       4.999717968603e-09       2.036893315147e-06       1.592850683960e+01 
       9.326212236469e+13       8.690109267019e-26       4.969479050487e-09       1.876595376800e+22       1.267801679324e+04       1.359396126936e-10       1.182378753513e+18       2.869287227173e-09       2.081614238068e+44       1.988512843847e+33       1.086497713064e+34       2.985121549152e-08       1.439995970030e+44       3.521610208226e+44       1.096681497507e+21       1.096681497507e+21       1.000000000000e+00       9.999687706413e-09      -8.697823467967e-04       4.999687711289e-09       4.999687711289e-09       4.999687711289e-09       2.263214794608e-06       1.433565615564e+01 
       9.261382558559e+13       8.812196612112e-26       5.004039849155e-09       1.850596348697e+22       1.267801679324e+04       1.368911899825e-10       1.174159636061e+18       2.889372237763e-09       2.024334923495e+44       1.947331947224e+33       1.063997003481e+34       2.985121549152e-08       1.400371922191e+44       3.424706845811e+44       1.051728622003e+21       1.051728622003e+21       1.000000000000e+00       9.999657658534e-09      -8.577320689599e-04       4.999657664394e-09       4.999657664394e-09       4.999657664394e-09       2.489536274068e-06       1.303241468694e+01 
