# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.117033301192e-10       5.765610648358e-15       5.711588479018e-13       0.000000000000e+00       1.182007907757e-08      -9.972722702687e-11      -2.357566836999e-12 
    3       1.091592949780e-10       1.054112245248e-14       6.659879021134e-13       0.000000000000e+00       7.169197748613e-09      -3.878112991677e-11      -2.101858002752e-12 
    4       1.067600289911e-10       1.367932955103e-14       6.771940204836e-13       0.000000000000e+00       4.959418788398e-09      -1.534528941027e-11      -1.756122173716e-12 
    5       1.047824799444e-10       1.430589485882e-14       6.385765267095e-13       0.000000000000e+00       3.684861834737e-09      -4.753375595706e-12      -1.399057858163e-12 
    6       1.033389862023e-10       1.269466288273e-14       5.725914517995e-13       0.000000000000e+00       2.866156851965e-09       5.180668119402e-13      -1.058664529337e-12 
    7       1.024254377739e-10       9.807319508373e-15       4.956682093208e-13       0.000000000000e+00       2.304952545131e-09       3.165138529813e-12      -7.527541369609e-13 
    8       1.019600332685e-10       6.702241733776e-15       4.181695876912e-13       0.000000000000e+00       1.900958711220e-09       4.438435904973e-12      -4.911432820134e-13 
    9       1.019363607281e-10       4.145839538512e-15       3.462668055981e-13       0.000000000000e+00       1.598387177138e-09       5.019338452008e-12      -2.785672602421e-13 
   10       1.022763097045e-10       2.466992774512e-15       2.836182297746e-13       0.000000000000e+00       1.364448151539e-09       5.256899524046e-12      -1.159440914911e-13 
   11       1.028756002868e-10       1.614335309134e-15       2.323385466725e-13       0.000000000000e+00       1.120325885467e-09       6.115791608501e-12      -2.132869791755e-15 
   12       1.037455866725e-10       1.321456426078e-15       1.932029963022e-13       0.000000000000e+00       9.761986622717e-10       5.923904495956e-12       7.020274661852e-14 
   13       1.047795439607e-10       1.283069001785e-15       1.660433918352e-13       0.000000000000e+00       8.582903951668e-10       5.477178817912e-12       1.060719978745e-13 
   14       1.059588411210e-10       1.276158111873e-15       1.499707552208e-13       0.000000000000e+00       7.605007191281e-10       5.272723209809e-12       1.141653823728e-13 
   15       1.072858079692e-10       1.202976644910e-15       1.433597368008e-13       0.000000000000e+00       6.784397330638e-10       5.049325670009e-12       1.017586925175e-13 
   16       1.087187047516e-10       1.069450324069e-15       1.441166280498e-13       0.000000000000e+00       6.088549558795e-10       4.850552078215e-12       7.659466197930e-14 
   17       1.101802505651e-10       9.318648243613e-16       1.501268156392e-13       0.000000000000e+00       5.493129257109e-10       4.694043708063e-12       4.542151214391e-14 
   18       1.117280118849e-10       8.476985339502e-16       1.592138835282e-13       0.000000000000e+00       4.977453165059e-10       4.558443054922e-12       1.377128259868e-14 
   19       1.133737258539e-10       8.329544991231e-16       1.698728021232e-13       0.000000000000e+00       4.533255028415e-10       4.434781844813e-12      -1.477050613235e-14 
   20       1.150497699524e-10       8.825835352677e-16       1.805029910703e-13       0.000000000000e+00       4.142767408882e-10       4.311901379837e-12      -3.717159989266e-14 
   21       1.167606676325e-10       9.688395285201e-16       1.902690287682e-13       0.000000000000e+00       3.799627938999e-10       4.184796837139e-12      -5.217472139218e-14 
   22       1.185069207964e-10       1.053595320926e-15       1.985923429933e-13       0.000000000000e+00       3.495500334038e-10       4.049530435832e-12      -5.956819126158e-14 
   23       1.202940971101e-10       1.125004151333e-15       2.053754981302e-13       0.000000000000e+00       3.226057554160e-10       3.911031911739e-12      -6.003848538199e-14 
   24       1.221098323429e-10       1.182565895793e-15       2.107536504073e-13       0.000000000000e+00       2.984896096676e-10       3.776146084785e-12      -5.503375722557e-14 
   25       1.239534700954e-10       1.241347229090e-15       2.150113303076e-13       0.000000000000e+00       2.769084356643e-10       3.648237170353e-12      -4.618646112597e-14 
   26       1.258155880198e-10       1.322431993571e-15       2.185554128300e-13       0.000000000000e+00       2.574632722556e-10       3.526964747067e-12      -3.548090226561e-14 
   27       1.277026458902e-10       1.437490319603e-15       2.218188520163e-13       0.000000000000e+00       2.399148740125e-10       3.404155366697e-12      -2.452316771450e-14 
   28       1.296162147749e-10       1.593864909527e-15       2.252463050798e-13       0.000000000000e+00       2.239545298651e-10       3.270930554847e-12      -1.484079111841e-14 
   29       1.315599026481e-10       1.789269625073e-15       2.290332128760e-13       0.000000000000e+00       2.094967587972e-10       3.136878868699e-12      -7.160485845998e-15 
   30       1.335253145946e-10       2.016454975784e-15       2.332952215006e-13       0.000000000000e+00       1.963818684981e-10       3.019405392047e-12      -1.980575624573e-15 
   31       1.354947139876e-10       2.267282918584e-15       2.380933472279e-13       0.000000000000e+00       1.843369297033e-10       2.933402655781e-12       3.297304682600e-16 
   32       1.374734278330e-10       2.540545131669e-15       2.432778621649e-13       0.000000000000e+00       1.732976594237e-10       2.870240456754e-12       1.376297126244e-17 
   33       1.394672164554e-10       2.836965141209e-15       2.485747041218e-13       0.000000000000e+00       1.631845009573e-10       2.810340034862e-12      -2.348054375459e-15 
   34       1.414759173112e-10       3.156949894602e-15       2.536442590194e-13       0.000000000000e+00       1.538539188651e-10       2.734770867222e-12      -6.015878532022e-15 
   35       1.435045139547e-10       3.499828955429e-15       2.581722779274e-13       0.000000000000e+00       1.452566476538e-10       2.648334693981e-12      -1.034069340570e-14 
   36       1.455543847278e-10       3.864305623710e-15       2.618011725419e-13       0.000000000000e+00       1.373219615810e-10       2.564589454275e-12      -1.457852890991e-14 
   37       1.476224674826e-10       4.248980684150e-15       2.641672483667e-13       0.000000000000e+00       1.299445792065e-10       2.496235547637e-12      -1.796960471804e-14 
   38       1.497112474470e-10       4.653568402010e-15       2.651277169877e-13       0.000000000000e+00       1.231046621991e-10       2.442353825488e-12      -2.027638799224e-14 
   39       1.518209387093e-10       5.078063263762e-15       2.646064897427e-13       0.000000000000e+00       1.167799497837e-10       2.396913052457e-12      -2.141817897717e-14 
   40       1.539460689958e-10       5.522413472752e-15       2.625342419526e-13       0.000000000000e+00       1.109092954274e-10       2.352017695625e-12      -2.132911387671e-14 
   41       1.560791245964e-10       5.987010695607e-15       2.588714515655e-13       0.000000000000e+00       1.054138386019e-10       2.300119545235e-12      -2.001306071825e-14 
   42       1.582243047244e-10       6.474352174643e-15       2.536849121246e-13       0.000000000000e+00       1.002769545072e-10       2.241834575027e-12      -1.772583775247e-14 
   43       1.603872696522e-10       6.987918898253e-15       2.470972637068e-13       0.000000000000e+00       9.548462755751e-11       2.180449401195e-12      -1.485508723161e-14 
   44       1.625710193497e-10       7.531764710446e-15       2.392689514384e-13       0.000000000000e+00       9.100146864497e-11       2.119826837098e-12      -1.187735935512e-14 
   45       1.647764838042e-10       8.109639491662e-15       2.303635200637e-13       0.000000000000e+00       8.678327224372e-11       2.063576767886e-12      -9.265781711022e-15 
   46       1.670051865059e-10       8.721968158160e-15       2.204259150592e-13       0.000000000000e+00       8.282316957327e-11       2.012203332214e-12      -7.167659583378e-15 
   47       1.692568848865e-10       9.368024772023e-15       2.094715591110e-13       0.000000000000e+00       7.911638228517e-11       1.965155284454e-12      -5.639507914487e-15 
   48       1.715285271088e-10       1.004674521028e-14       1.975201923879e-13       0.000000000000e+00       7.564630785611e-11       1.921591419820e-12      -4.736001634892e-15 
   49       1.738140132906e-10       1.075670784240e-14       1.845959573547e-13       0.000000000000e+00       7.238364102388e-11       1.880360760154e-12      -4.509653884772e-15 
   50       1.761067579578e-10       1.149652808003e-14       1.707026981141e-13       0.000000000000e+00       6.929516800736e-11       1.840315524107e-12      -4.973599987780e-15 
   51       1.784087513495e-10       1.226621311038e-14       1.557417574505e-13       0.000000000000e+00       6.637500158552e-11       1.801396157117e-12      -5.978786770523e-15 
   52       1.807235449635e-10       1.306614148974e-14       1.395720133288e-13       0.000000000000e+00       6.362030577574e-11       1.763806570470e-12      -7.302891458075e-15 
   53       1.830535608808e-10       1.389668156105e-14       1.220316582871e-13       0.000000000000e+00       6.102195073881e-11       1.727703042857e-12      -8.682293213243e-15 
   54       1.853999848128e-10       1.475819160769e-14       1.029371178761e-13       0.000000000000e+00       5.856408940469e-11       1.693190066605e-12      -9.810015158083e-15 
   55       1.877633929884e-10       1.565098693044e-14       8.212429285792e-14       0.000000000000e+00       5.622897699901e-11       1.660302823091e-12      -1.040902121016e-14 
   56       1.901460602034e-10       1.657523114829e-14       5.958676129393e-14       0.000000000000e+00       5.401380157823e-11       1.628959026847e-12      -1.047814394895e-14 
   57       1.925500378033e-10       1.753101816389e-14       3.537001438345e-14       0.000000000000e+00       5.191729298757e-11       1.598987842841e-12      -1.010364580012e-14 
   58       1.949763934212e-10       1.851840176434e-14       9.532695762295e-15       0.000000000000e+00       4.993463194342e-11       1.570137636196e-12      -9.390075699206e-15 
   59       1.974251326158e-10       1.953739448636e-14      -1.785283108065e-14       0.000000000000e+00       4.805723092799e-11       1.542071297475e-12      -8.461147015032e-15 
   60       1.998951205099e-10       2.058796648134e-14      -4.669991538691e-14       0.000000000000e+00       4.627251508399e-11       1.514361567970e-12      -7.460615473080e-15 
   61       2.023849181753e-10       2.167005821756e-14      -7.692564061340e-14       0.000000000000e+00       4.456740838930e-11       1.486611366081e-12      -6.525731774017e-15 
   62       2.048956884495e-10       2.278362448569e-14      -1.085108994980e-13       0.000000000000e+00       4.294020226832e-11       1.458856903055e-12      -5.698650079900e-15 
   63       2.074288062743e-10       2.392859830187e-14      -1.414528579642e-13       0.000000000000e+00       4.139097433548e-11       1.431247167328e-12      -4.996601604752e-15 
   64       2.099849531429e-10       2.510487726023e-14      -1.757475780686e-13       0.000000000000e+00       3.991801866653e-11       1.403926213391e-12      -4.437572787184e-15 
   65       2.125640677619e-10       2.631232283703e-14      -2.113900403963e-13       0.000000000000e+00       3.851774425891e-11       1.377032453272e-12      -4.040313029602e-15 
   66       2.151652967134e-10       2.755075969482e-14      -2.483741664560e-13       0.000000000000e+00       3.718457349214e-11       1.350697948005e-12      -3.824342437412e-15 
   67       2.177869451177e-10       2.881997498662e-14      -2.866928410754e-13       0.000000000000e+00       3.591084058822e-11       1.325047699115e-12      -3.809959558219e-15 
   68       2.204273403615e-10       3.011969150634e-14      -3.263408356553e-13       0.000000000000e+00       3.468883766361e-11       1.300182120667e-12      -4.009060058484e-15 
   69       2.230877367990e-10       3.144948237800e-14      -3.673242156977e-13       0.000000000000e+00       3.351766128020e-11       1.276121914981e-12      -4.395415142712e-15 
   70       2.257699136918e-10       3.280883775085e-14      -4.096528884808e-13       0.000000000000e+00       3.239757714975e-11       1.252850703144e-12      -4.928356992193e-15 
   71       2.284752886985e-10       3.419718808330e-14      -4.533379657149e-13       0.000000000000e+00       3.132794951095e-11       1.230329737877e-12      -5.561211769993e-15 
