# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       6.727568909413e-09       7.146594470450e-15       6.619343229212e-12       2.200996331414e-19       7.425495299594e-09      -1.961224993915e-09      -2.203932407433e-12 
    3       5.782114054687e-09       1.243447897332e-14       7.947226869088e-12       4.404261456630e-19       4.559999888488e-09      -1.240814606582e-09      -1.961005462243e-12 
    4       5.080651359216e-09       1.500462616068e-14       8.126247132540e-12       7.345399366425e-19       3.177165986958e-09      -8.940708886173e-10      -1.591095659717e-12 
    5       4.536523415180e-09       1.440929131897e-14       7.550246580468e-12       1.102722053684e-18       2.374868287752e-09      -6.942208158796e-10      -1.208711864867e-12 
    6       4.099872761448e-09       1.160886537955e-14       6.522464969389e-12       1.545306036595e-18       1.856981453264e-09      -5.644789894304e-10      -8.537727998870e-13 
    7       3.740313743221e-09       8.073032991478e-15       5.287698589938e-12       2.062667096313e-18       1.499294757858e-09      -4.738028309262e-10      -5.473525244033e-13 
    8       3.438116910002e-09       4.993556206406e-15       4.028013138375e-12       2.655210101017e-18       1.239626599837e-09      -4.069848581936e-10      -2.997332690274e-13 
    9       3.179833008497e-09       2.940543860229e-15       2.870599699645e-12       3.323356833171e-18       1.043931304266e-09      -3.557717341707e-10      -1.139486912844e-13 
   10       2.955906268539e-09       1.902051825681e-15       1.894989104586e-12       4.067533007361e-18       8.923350043691e-10      -3.153015585946e-10       1.254211689466e-14 
   11       2.759404504500e-09       1.538070677750e-15       1.140454959234e-12       4.888155545176e-18       7.486144152934e-10      -2.822500871600e-10       8.571607179417e-14 
   12       2.585233231675e-09       1.459234005648e-15       6.139633878697e-13       5.785620589833e-18       6.543110919263e-10      -2.551805035098e-10       1.171445904895e-13 
   13       2.429646911305e-09       1.405269462650e-15       2.985157673189e-13       6.760292710391e-18       5.768994879158e-10      -2.332701897424e-10       1.159351726136e-13 
   14       2.289653515864e-09       1.289245056831e-15       1.612826250660e-13       7.812495694411e-18       5.124902991878e-10      -2.141194806390e-10       9.382305868571e-14 
   15       2.162910584423e-09       1.144770822258e-15       1.609455229274e-13       8.942505261119e-18       4.582772507060e-10      -1.973819330018e-10       6.048684863558e-14 
   16       2.047528638084e-09       1.041643522674e-15       2.542634412166e-13       1.015054394697e-17       4.121817942496e-10      -1.826946361734e-10       2.411790743254e-14 
   17       1.942125769481e-09       1.023181186495e-15       4.011812815096e-13       1.143677832545e-17       3.726361537628e-10      -1.697590897894e-10      -9.084873958033e-15 
   18       1.845158399326e-09       1.085408957920e-15       5.669076107275e-13       1.280131749218e-17       3.383075686657e-10      -1.582941921001e-10      -3.501014899239e-14 
   19       1.756535398984e-09       1.198013636099e-15       7.292662975120e-13       1.424422072280e-17       3.086563270535e-10      -1.481749594017e-10      -5.192601755581e-14 
   20       1.674431195076e-09       1.319867970705e-15       8.684186483074e-13       1.576548928516e-17       2.825368244074e-10      -1.390659676730e-10      -5.944537124687e-14 
   21       1.598620944540e-09       1.440098808129e-15       9.770096235329e-13       1.736508934600e-17       2.595396216491e-10      -1.308695277155e-10      -5.862360097423e-14 
   22       1.528215002631e-09       1.561045747669e-15       1.053763140752e-12       1.904294228515e-17       2.391162718547e-10      -1.234279565879e-10      -5.166424809589e-14 
   23       1.462995535603e-09       1.701984839878e-15       1.102153289599e-12       2.079895228451e-17       2.209864333765e-10      -1.166476803922e-10      -4.078034061328e-14 
   24       1.402183758715e-09       1.887926389508e-15       1.129221632948e-12       2.263299658281e-17       2.047309681862e-10      -1.103867982244e-10      -2.857910678414e-14 
   25       1.345555104195e-09       2.127464114956e-15       1.142414303147e-12       2.454495803317e-17       1.901591137208e-10      -1.046606324227e-10      -1.711615040549e-14 
   26       1.292530298773e-09       2.421803641139e-15       1.150326828264e-12       2.653471318747e-17       1.770078254577e-10      -9.946430131003e-11      -8.266919483008e-15 
   27       1.242871694809e-09       2.764119768300e-15       1.158868095856e-12       2.860216101675e-17       1.651204938305e-10      -9.469561021845e-11      -2.672327645433e-15 
   28       1.196133190209e-09       3.144863383508e-15       1.172977744233e-12       3.074721525948e-17       1.542934214486e-10      -9.020008376431e-11      -4.401221174744e-16 
   29       1.152374842652e-09       3.563031909826e-15       1.193775461071e-12       3.296983849070e-17       1.444716153166e-10      -8.598593403215e-11      -1.221279222885e-15 
   30       1.111423457727e-09       4.020009916905e-15       1.220912390493e-12       3.527002223348e-17       1.355495434283e-10      -8.208403410669e-11      -4.318973681388e-15 
   31       1.072775660539e-09       4.516680354211e-15       1.253336865167e-12       3.764778691778e-17       1.273452032911e-10      -7.849194106179e-11      -8.813019151101e-15 
   32       1.036409361839e-09       5.052284780261e-15       1.288613510281e-12       4.010320663602e-17       1.198166164049e-10      -7.518682479112e-11      -1.386942355346e-14 
   33       1.002204091334e-09       5.625053295739e-15       1.323227343506e-12       4.263640097534e-17       1.129111145110e-10      -7.211011663487e-11      -1.851391738651e-14 
   34       9.698409460950e-10       6.233174431063e-15       1.353372540789e-12       4.524752912429e-17       1.065326700361e-10      -6.918567961658e-11      -2.175680721038e-14 
   35       9.393116234699e-10       6.877337474408e-15       1.377346342059e-12       4.793677597035e-17       1.006488626037e-10      -6.640909043974e-11      -2.336392542137e-14 
   36       9.105441153499e-10       7.559076433499e-15       1.393951172998e-12       5.070436813511e-17       9.521260810767e-11      -6.378580348269e-11      -2.335441519732e-14 
   37       8.833437583944e-10       8.280321312362e-15       1.402245379377e-12       5.355056021721e-17       9.015331559603e-11      -6.131116124379e-11      -2.184418905936e-14 
   38       8.577255708085e-10       9.044100004633e-15       1.402876160395e-12       5.647556130412e-17       8.545811773197e-11      -5.898790387339e-11      -1.918857731299e-14 
   39       8.336640704957e-10       9.854114952500e-15       1.397211212687e-12       5.947958892245e-17       8.111235905957e-11      -5.681225373506e-11      -1.589901503218e-14 
   40       8.109871427312e-10       1.071459806194e-14       1.387014725473e-12       6.256289147425e-17       7.707488804241e-11      -5.476777096639e-11      -1.261560646665e-14 
   41       7.894554829622e-10       1.162945190925e-14       1.374150669661e-12       6.572571363483e-17       7.329244354471e-11      -5.283162919732e-11      -9.973450444357e-15 
   42       7.690642650388e-10       1.259925744529e-14       1.359514884220e-12       6.896817383841e-17       6.975400759813e-11      -5.099863766994e-11      -8.129168209901e-15 
   43       7.498171050345e-10       1.362334799021e-14       1.343798488009e-12       7.229035052311e-17       6.645025280521e-11      -4.926312212210e-11      -7.094326644628e-15 
   44       7.316347856773e-10       1.470058944259e-14       1.327783623478e-12       7.569231506474e-17       6.335722585782e-11      -4.761156733717e-11      -6.862803488658e-15 
   45       7.144002346965e-10       1.582978813749e-14       1.312074603045e-12       7.917409781791e-17       6.044492932175e-11      -4.602782832746e-11      -7.384981304483e-15 
   46       6.981260592723e-10       1.701112635102e-14       1.296187626541e-12       8.273557507340e-17       5.770887172409e-11      -4.451210406821e-11      -8.484501195476e-15 
   47       6.828251408226e-10       1.824510793298e-14       1.279194608868e-12       8.637654762644e-17       5.514596802453e-11      -4.306656611828e-11      -9.914187782696e-15 
   48       6.684590463790e-10       1.953215644009e-14       1.259959734487e-12       9.009676913108e-17       5.274502373421e-11      -4.168972572656e-11      -1.137550268892e-14 
   49       6.549339945469e-10       2.087261201982e-14       1.237127122753e-12       9.389594376822e-17       5.048613126356e-11      -4.037614112419e-11      -1.251570988817e-14 
   50       6.421372311957e-10       2.226675487532e-14       1.209435482169e-12       9.777372051615e-17       4.834668534415e-11      -3.911868703289e-11      -1.301667966725e-14 
   51       6.300671557250e-10       2.371489039877e-14       1.176791378957e-12       1.017296795386e-16       4.632275470246e-11      -3.791676851482e-11      -1.289629416699e-14 
   52       6.187315430166e-10       2.521728175992e-14       1.139465973878e-12       1.057633380711e-16       4.441246803558e-11      -3.676983071599e-11      -1.228395510098e-14 
   53       6.081081389938e-10       2.677412352347e-14       1.097796476075e-12       1.098741510627e-16       4.260961672239e-11      -3.567482346578e-11      -1.133753836711e-14 
   54       5.981425282158e-10       2.838553978377e-14       1.052189196120e-12       1.140615086843e-16       4.090336265724e-11      -3.462602914391e-11      -1.024487180243e-14 
   55       5.887698874680e-10       3.005157194372e-14       1.003072221024e-12       1.183247845403e-16       3.928155603856e-11      -3.361702943390e-11      -9.189875175327e-15 
   56       5.799914600002e-10       3.177214276968e-14       9.507326777527e-13       1.226635000378e-16       3.774232323612e-11      -3.264757207045e-11      -8.237744576164e-15 
   57       5.718133440541e-10       3.354708013973e-14       8.954443901194e-13       1.270771964857e-16       3.628484584650e-11      -3.171810843515e-11      -7.423833768021e-15 
   58       5.642230957166e-10       3.537612439758e-14       8.375157813692e-13       1.315653874634e-16       3.490585472909e-11      -3.082771725919e-11      -6.786591728887e-15 
   59       5.571885271364e-10       3.725892608375e-14       7.772909644411e-13       1.361275583045e-16       3.359947848743e-11      -2.997401582363e-11      -6.367663610534e-15 
   60       5.506565047419e-10       3.919504366677e-14       7.151508322325e-13       1.407631655805e-16       3.235709195036e-11      -2.915307115969e-11      -6.211991697385e-15 
   61       5.445705848469e-10       4.118392849873e-14       6.514135034492e-13       1.454717112542e-16       3.116971891832e-11      -2.836068115489e-11      -6.351237444001e-15 
   62       5.389312649890e-10       4.322488086872e-14       5.860070810915e-13       1.502529857576e-16       3.003621341065e-11      -2.759675479022e-11      -6.749470870724e-15 
   63       5.337471856139e-10       4.531708001417e-14       5.187250415083e-13       1.551068788077e-16       2.895665427160e-11      -2.686176199205e-11      -7.345414244075e-15 
   64       5.290168939536e-10       4.745959340477e-14       4.493183357393e-13       1.600333113672e-16       2.792988387205e-11      -2.615540604926e-11      -8.067625508176e-15 
   65       5.247282399394e-10       4.965137406832e-14       3.774932864082e-13       1.650322374973e-16       2.695343763564e-11      -2.547657827966e-11      -8.834070034058e-15 
   66       5.208577721156e-10       5.189125791651e-14       3.029094846152e-13       1.701036462112e-16       2.602347356490e-11      -2.482331269630e-11      -9.551692368970e-15 
   67       5.173701335527e-10       5.417796107077e-14       2.251776868305e-13       1.752475633261e-16       2.513470176743e-11      -2.419274067387e-11      -1.011598798569e-14 
   68       5.142291107967e-10       5.651017562919e-14       1.439631827325e-13       1.804640468501e-16       2.428180156645e-11      -2.358195156646e-11      -1.043708719303e-14 
   69       5.114347307811e-10       5.888688547834e-14       5.932492163107e-14       1.857531679143e-16       2.346416380024e-11      -2.299087839308e-11      -1.052510152424e-14 
   70       5.089926300554e-10       6.130710996327e-14      -2.855836040392e-14       1.911150292879e-16       2.268198725015e-11      -2.241991811522e-11      -1.042138090224e-14 
   71       5.069027662653e-10       6.376981095461e-14      -1.194869478281e-13       1.965497731596e-16       2.193484423068e-11      -2.186905565478e-11      -1.017377692398e-14 
   72       5.051591120977e-10       6.627389269208e-14      -2.132395512630e-13       2.020575828256e-16       2.122164816125e-11      -2.133784173048e-11      -9.836892670120e-15 
   73       5.037493492256e-10       6.881820162799e-14      -3.095727131368e-13       2.076386843766e-16       2.054062113797e-11      -2.082537069441e-11      -9.472332514775e-15 
   74       5.026545622529e-10       7.140152627073e-14      -4.082202133241e-13       2.132933483857e-16       1.988926150542e-11      -2.033025836846e-11      -9.148951935182e-15 
   75       5.018489326595e-10       7.402259702825e-14      -5.088924747867e-13       2.190218915954e-16       1.926431142844e-11      -1.985061988084e-11      -8.943107321404e-15 
   76       5.013068448756e-10       7.667996252947e-14      -6.113303949467e-13       2.248245899896e-16       1.866256818290e-11      -1.938459495024e-11      -8.919488923149e-15 
   77       5.010263770619e-10       7.937159289675e-14      -7.154794865749e-13       2.307013959765e-16       1.808356050945e-11      -1.893208331758e-11      -9.069032310202e-15 
   78       5.010095578483e-10       8.209520350779e-14      -8.213465600373e-13       2.366521724585e-16       1.752730365776e-11      -1.849328698227e-11      -9.360086018392e-15 
   79       5.012551826535e-10       8.484836945377e-14      -9.289486279570e-13       2.426767767457e-16       1.699348408160e-11      -1.806818006861e-11      -9.756678031448e-15 
   80       5.017586596218e-10       8.762852284994e-14      -1.038313426898e-12       2.487750604262e-16       1.648144431179e-11      -1.765649788813e-11      -1.021836743220e-14 
   81       5.025118555596e-10       9.043295014619e-14      -1.149479939049e-12       2.549468692360e-16       1.599016782914e-11      -1.725772600191e-11      -1.070009605377e-14 
   82       5.035029418719e-10       9.325878943761e-14      -1.262498913909e-12       2.611920429298e-16       1.551826393736e-11      -1.687108928297e-11      -1.115204013077e-14 
   83       5.047162404996e-10       9.610302777507e-14      -1.377433389968e-12       2.675104151512e-16       1.506395263598e-11      -1.649554097856e-11      -1.151946195053e-14 
   84       5.061362875062e-10       9.896271364952e-14      -1.494328388103e-12       2.739018247257e-16       1.462549881869e-11      -1.613005819779e-11      -1.175505112864e-14 
   85       5.077611353290e-10       1.018356408091e-13      -1.613113076322e-12       2.803661519750e-16       1.420263070840e-11      -1.577460861639e-11      -1.185862410953e-14 
   86       5.095909835455e-10       1.047197734005e-13      -1.733683267081e-12       2.869032882129e-16       1.379532992722e-11      -1.542932472263e-11      -1.184376461186e-14 
   87       5.116240753403e-10       1.076130417878e-13      -1.855930807023e-12       2.935131249196e-16       1.340339561454e-11      -1.509420593851e-11      -1.172597981354e-14 
   88       5.138566143265e-10       1.105133434796e-13      -1.979743580545e-12       3.001955538038e-16       1.302643685163e-11      -1.476911283217e-11      -1.152276191256e-14 
   89       5.162826813674e-10       1.134185440555e-13      -2.105005513357e-12       3.069504668650e-16       1.266386508623e-11      -1.445376133020e-11      -1.125364968784e-14 
   90       5.188941513978e-10       1.163264780933e-13      -2.231596576044e-12       3.137777564561e-16       1.231488655720e-11      -1.414771693000e-11      -1.094029006010e-14 
