# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       2.063515751018e-07       5.070542724333e-16       3.135897679392e-12       5.290733491590e-24       7.763314549692e-10       1.164792969118e-08       4.021986920238e-13 
    3       1.813861008193e-07       1.296010874096e-15       5.391067510195e-12       9.907996512341e-24       2.501922507195e-10       6.075483029508e-09       3.984916095274e-13 
    4       1.630042874481e-07       2.749594667419e-15       7.924310947992e-12       1.506761130724e-23       1.065980167208e-10       3.711762917530e-09       3.924788421546e-13 
    5       1.486261006395e-07       4.966894423721e-15       1.047785138031e-11       2.001049215436e-23       5.336140375664e-11       2.487100655183e-09       3.784420928582e-13 
    6       1.368972980203e-07       7.883569359011e-15       1.276388727994e-11       2.390067332226e-23       2.965082512068e-11       1.769113496690e-09       3.563015989155e-13 
    7       1.270657778507e-07       1.127007762105e-14       1.464396709182e-11       2.589129185555e-23       1.775266119275e-11       1.313170321188e-09       3.288374078223e-13 
    8       1.186709807023e-07       1.475611749336e-14       1.603359344965e-11       2.519508277022e-23       1.124566610908e-11       1.006444062811e-09       2.982812492202e-13 
    9       1.113424224172e-07       1.790874900296e-14       1.690354896433e-11       2.115537269710e-23       7.446093150184e-12       7.908448422503e-10       2.663181557067e-13 
   10       1.048680549073e-07       2.032499262558e-14       1.728177940440e-11       1.331344333336e-23       5.109469063944e-12       6.341168859754e-10       2.342860154033e-13 
   11       9.914759777676e-08       2.170085636584e-14       1.722809591208e-11       1.468228266031e-24       5.092784793386e-12       5.601890714920e-10       1.928036629315e-13 
   12       9.405725229408e-08       2.187696499007e-14       1.680635875875e-11      -1.427539614784e-23       3.730621593865e-12       4.574462987499e-10       1.647664656317e-13 
   13       8.944948455506e-08       2.086422065678e-14       1.607777432869e-11      -3.347297468964e-23       2.794212516219e-12       3.779814015542e-10       1.388977288779e-13 
   14       8.521611124300e-08       1.883797881139e-14       1.510739659553e-11      -5.532407771884e-23       2.135247091740e-12       3.147654465710e-10       1.152533573308e-13 
   15       8.130033268789e-08       1.609754354314e-14       1.396493958295e-11      -7.867492515266e-23       1.655420793262e-12       2.626946258801e-10       9.382783177862e-14 
   16       7.767266762626e-08       1.300378147476e-14       1.271874746352e-11      -1.020408946749e-22       1.288408643658e-12       2.180931479552e-10       7.464008788918e-14 
   17       7.430877351280e-08       9.912570192925e-15       1.142959274635e-11      -1.236487984856e-22       1.005047965387e-12       1.877331982142e-10       5.866976389365e-14 
   18       7.117309814725e-08       7.124429199797e-15       1.014647058707e-11      -1.414871463269e-22       8.082248423048e-13       1.638354935863e-10       4.519187263353e-14 
   19       6.827081954993e-08       4.817915136824e-15       8.909490757163e-12      -1.534369598042e-22       6.689390947698e-13       1.427319820477e-10       3.387777769377e-14 
   20       6.554607397583e-08       3.094314592815e-15       7.744816462216e-12      -1.572480643640e-22       5.437794184441e-13       1.233896291272e-10       2.443294426237e-14 
