# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       6.727572261871e-09       7.146578354526e-15       6.619338752559e-12       2.153347895680e-19       7.422767987651e-09      -1.961227992888e-09      -2.203887777776e-12 
    3       5.782114824055e-09       1.243444022328e-14       7.947215601617e-12       4.308944563515e-19       4.558025281361e-09      -1.240815804725e-09      -1.960976907575e-12 
    4       5.080649673949e-09       1.500456162274e-14       8.126229936475e-12       7.186494439207e-19       3.175684112509e-09      -8.940715458531e-10      -1.591050353405e-12 
    5       4.536519417130e-09       1.440920198312e-14       7.550222030526e-12       1.078878418614e-18       2.373708859657e-09      -6.942213018504e-10      -1.208674517419e-12 
    6       4.099866341741e-09       1.160875701844e-14       6.522433191567e-12       1.511912179713e-18       1.856037641859e-09      -5.644793666634e-10      -8.537608124747e-13 
    7       3.740305230399e-09       8.072910181943e-15       5.287662491055e-12       2.018122978624e-18       1.498500405115e-09      -4.738033847137e-10      -5.473619707706e-13 
    8       3.438106126509e-09       4.993419470769e-15       4.027974488706e-12       2.597912657167e-18       1.238940227611e-09      -4.069858607498e-10      -2.997477502781e-13 
    9       3.179820254224e-09       2.940395629232e-15       2.870556805795e-12       3.251700061234e-18       1.043327306218e-09      -3.557726439562e-10      -1.139507928736e-13 
   10       2.955891558852e-09       1.901895367535e-15       1.894943892726e-12       3.979908211800e-18       8.917965457218e-10      -3.153013153564e-10       1.256091481892e-14 
   11       2.759387712640e-09       1.537901503845e-15       1.140412554843e-12       4.782951721795e-18       7.483332293796e-10      -2.822469319700e-10       8.574927162542e-14 
   12       2.585215072640e-09       1.459047256090e-15       6.139277526488e-13       5.661224934221e-18       6.540528637095e-10      -2.551780257005e-10       1.171747418706e-13 
   13       2.429627245766e-09       1.405073881482e-15       2.984832688052e-13       6.615091224744e-18       5.766608229681e-10      -2.332687201538e-10       1.159483271174e-13 
   14       2.289632326002e-09       1.289049336287e-15       1.612530148327e-13       7.644873862218e-18       5.122685251755e-10      -2.141186700432e-10       9.381746599723e-14 
   15       2.162887844394e-09       1.144558316553e-15       1.609247607870e-13       8.750848755022e-18       4.580702364954e-10      -1.973804159960e-10       6.047114292842e-14 
   16       2.047504711011e-09       1.041383327791e-15       2.542538266948e-13       9.933239332585e-18       4.119877551749e-10      -1.826920489101e-10       2.410014473740e-14 
   17       1.942100269183e-09       1.022892738884e-15       4.011692578116e-13       1.119221372310e-17       3.724536395030e-10      -1.697564791118e-10      -9.102525829581e-15 
   18       1.845132037130e-09       1.085059826287e-15       5.669014571705e-13       1.252788317919e-17       3.381354783208e-10      -1.582922250530e-10      -3.502506252051e-14 
   19       1.756507984541e-09       1.197628779106e-15       7.292627983396e-13       1.394030952292e-17       3.084934313030e-10      -1.481732642198e-10      -5.192992162516e-14 
   20       1.674400998177e-09       1.319556218854e-15       8.683926560381e-13       1.542949702887e-17       2.823823204384e-10      -1.390632157438e-10      -5.942556351308e-14 
   21       1.598587649298e-09       1.439845740879e-15       9.769617417344e-13       1.699541488270e-17       2.593927721822e-10      -1.308653231625e-10      -5.857947086409e-14 
