# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       2.309097131043e-09       1.169651151937e-15      -9.277241142570e-13       1.067833277171e-20       1.548891869945e-09       1.614582886950e-09      -4.910741979908e-13 
    3       2.273358443797e-09       1.806964475511e-15      -8.597745209112e-13       2.136240218282e-20       6.832091214398e-10       1.003558388684e-09      -2.376690512258e-13 
    4       2.235571463841e-09       2.282355560849e-15      -3.768604181441e-13       3.561682266696e-20       3.733302018562e-10       7.000503524210e-10       1.012241748314e-14 
    5       2.188775900719e-09       3.069397249646e-15       4.078438049899e-13       5.344942931118e-20       2.311302142951e-10       5.220131034900e-10       2.180637502148e-13 
    6       2.133171374492e-09       4.716657025028e-15       1.354039497522e-12       7.487014843906e-20       1.551943391726e-10       4.064146075115e-10       3.776080159891e-13 
    7       2.071024616279e-09       7.451243159270e-15       2.328181586516e-12       9.989104981723e-20       1.104510111269e-10       3.263465474069e-10       4.889561997860e-13 
    8       2.004532419039e-09       1.101795928564e-14       3.215365346775e-12       1.285263762118e-19       8.213739705970e-11       2.682704403676e-10       5.557190644033e-13 
    9       1.935435790206e-09       1.476826682831e-14       3.930626805092e-12       1.607925358879e-19       6.322068878676e-11       2.246731401560e-10       5.833982171072e-13 
   10       1.865425137742e-09       1.791031192328e-14       4.423495805026e-12       1.967080440068e-19       5.003111979639e-11       1.910605090784e-10       5.786512062673e-13 
   11       1.796015907306e-09       1.978962634391e-14       4.675988180778e-12       2.362934002298e-19       4.122792406338e-11       1.633393669258e-10       5.329722908836e-13 
   12       1.727941163538e-09       2.008598748800e-14       4.697536846633e-12       2.795708921576e-19       3.396864812124e-11       1.417542603683e-10       4.862551236265e-13 
   13       1.661621915663e-09       1.886957040648e-14       4.518385377393e-12       3.265643174211e-19       2.843940291035e-11       1.242420719272e-10       4.285647053217e-13 
   14       1.597651230475e-09       1.652387913125e-14       4.181752160968e-12       3.772986211641e-19       2.414081710120e-11       1.098585645595e-10       3.658237935794e-13 
   15       1.536246144144e-09       1.358966507241e-14       3.736749453430e-12       4.317994501377e-19       2.073661484762e-11       9.790157820275e-11       3.029545086058e-13 
   16       1.477461391070e-09       1.059948318078e-14       3.232371839403e-12       4.900926294389e-19       1.799755389263e-11       8.784829340030e-11       2.437226927266e-13 
