# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.347326350535e-10       6.943722175746e-15       5.013075554183e-13       2.457259194307e-19       9.289490348898e-09       3.807551653806e-10      -2.473961702367e-12 
    3       1.295427334574e-10       1.197941509421e-14       6.190971151672e-13       4.916853786840e-19       5.728072610178e-09       2.776978298170e-10      -2.188453501787e-12 
    4       1.235407809849e-10       1.434476124756e-14       6.378805330254e-13       8.199866310005e-19       3.987536623559e-09       2.138855292758e-10      -1.767403097142e-12 
    5       1.185989116291e-10       1.366255103387e-14       5.983635627934e-13       1.230919160110e-18       2.975855016402e-09       1.710227631630e-10      -1.336394318470e-12 
    6       1.149216843519e-10       1.089955660331e-14       5.287969535142e-13       1.724826681392e-18       2.323495354939e-09       1.404856534978e-10      -9.384980377462e-13 
    7       1.123650444076e-10       7.485514894294e-15       4.487375849389e-13       2.302096093977e-18       1.873009534935e-09       1.177154984871e-10      -5.966205054878e-13 
    8       1.107190075076e-10       4.556198819018e-15       3.700769391221e-13       2.963145213639e-18       1.546134490318e-09       1.001567390446e-10      -3.217072002234e-13 
    9       1.097935353979e-10       2.635207767087e-15       2.998745594502e-13       3.708409759852e-18       1.300288227780e-09       8.631329144861e-11      -1.166641445672e-13 
   10       1.094838815601e-10       1.686588985599e-15       2.419792669363e-13       4.538330097470e-18       1.110430572314e-09       7.521063889543e-11       2.178658785280e-14 
   11       1.096204139151e-10       1.368778321186e-15       1.981358719388e-13       5.453338240613e-18       9.323370400742e-10       6.635069818311e-11       1.006491700798e-13 
   12       1.100780370888e-10       1.304915662152e-15       1.685572589829e-13       6.453845613274e-18       8.142153222684e-10       5.886472597684e-11       1.332039272099e-13 
   13       1.108566656475e-10       1.250537015204e-15       1.520469534760e-13       7.540232028345e-18       7.173153981286e-10       5.240580078220e-11       1.299708441570e-13 
   14       1.118363792449e-10       1.129768382832e-15       1.463142873946e-13       8.712836295666e-18       6.367441707546e-10       4.713975446946e-11       1.040525677937e-13 
   15       1.130065896280e-10       9.798468030717e-16       1.485337796580e-13       9.971948802250e-18       5.689741697772e-10       4.271469534954e-11       6.621408797840e-14 
   16       1.142941242269e-10       8.683950822252e-16       1.559321357588e-13       1.131780632686e-17       5.113855024242e-10       3.874605732930e-11       2.524061130528e-14 
   17       1.157053936703e-10       8.342182740576e-16       1.660548953534e-13       1.275058925976e-17       4.620064147602e-10       3.536589970098e-11      -1.167809339022e-14 
   18       1.172330857325e-10       8.696875015087e-16       1.767363095082e-13       1.427042013249e-17       4.191661599235e-10       3.245127438813e-11      -4.011280843882e-14 
   19       1.188640046992e-10       9.437308169567e-16       1.868541252165e-13       1.587737160673e-17       3.821834757972e-10       2.990120888026e-11      -5.829136065263e-14 
   20       1.205347802420e-10       1.015961653786e-15       1.955216300092e-13       1.757145816199e-17       3.496237488408e-10       2.759447171223e-11      -6.591525368388e-14 
   21       1.222661153006e-10       1.076846766557e-15       2.025326658727e-13       1.935265986308e-17       3.209717968440e-10       2.552369705632e-11      -6.428606163256e-14 
   22       1.240728321393e-10       1.130426927218e-15       2.080149605175e-13       2.122091251314e-17       2.955395091835e-10       2.368463933375e-11      -5.599386436041e-14 
   23       1.259436509521e-10       1.195921466651e-15       2.124057102883e-13       2.317613639569e-17       2.729748393033e-10       2.205002020747e-11      -4.360303563836e-14 
   24       1.278403159055e-10       1.297667898436e-15       2.163181959712e-13       2.521822637259e-17       2.527533994364e-10       2.056613335632e-11      -3.005814715929e-14 
   25       1.297711782012e-10       1.443338821760e-15       2.202239579447e-13       2.734708599369e-17       2.346356284515e-10       1.921947514273e-11      -1.744474545017e-14 
   26       1.317426743086e-10       1.633244893783e-15       2.245521393581e-13       2.956261528429e-17       2.182920895109e-10       1.799581717316e-11      -7.607922593758e-15 
   27       1.337487841008e-10       1.860445802211e-15       2.295086705500e-13       3.186474103463e-17       2.035262361469e-10       1.688224270042e-11      -1.408853577054e-15 
   28       1.357712603102e-10       2.115481155142e-15       2.351639305881e-13       3.425340911992e-17       1.900831366008e-10       1.585957348698e-11       7.997095260285e-16 
   29       1.378173261341e-10       2.396805956781e-15       2.413240257159e-13       3.672862105417e-17       1.778934990818e-10       1.492623229758e-11      -4.939093586097e-16 
   30       1.398910581391e-10       2.705024596931e-15       2.476257480123e-13       3.929041289760e-17       1.668254594292e-10       1.407793236477e-11      -4.269577646736e-15 
   31       1.419870251235e-10       3.040219139805e-15       2.536176363185e-13       4.193885573211e-17       1.566521436392e-10       1.330291111735e-11      -9.267538917684e-15 
   32       1.441120423227e-10       3.401004413576e-15       2.589197790915e-13       4.467408361865e-17       1.473208420679e-10       1.259628683528e-11      -1.460482613006e-14 
   33       1.462690547732e-10       3.785035454781e-15       2.631108148900e-13       4.749628412939e-17       1.387656549629e-10       1.194954655938e-11      -1.935618713233e-14 
   34       1.484537789146e-10       4.189980855449e-15       2.657606468449e-13       5.040569265233e-17       1.308668522487e-10       1.134960067099e-11      -2.258713844450e-14 
   35       1.506671882505e-10       4.616248353195e-15       2.667102323068e-13       5.340258052465e-17       1.235837278903e-10       1.079117858143e-11      -2.407541102732e-14 
   36       1.529056230379e-10       5.065217909601e-15       2.658887603341e-13       5.648727054722e-17       1.168574015365e-10       1.026787210294e-11      -2.384201048842e-14 
   37       1.551611164257e-10       5.538706867829e-15       2.632629199191e-13       5.966012299293e-17       1.105998524627e-10       9.771522470466e-12      -2.201259983328e-14 
   38       1.574370520881e-10       6.039520826959e-15       2.589106626186e-13       6.292146149152e-17       1.047948372710e-10       9.302818891943e-12      -1.897594812989e-14 
   39       1.597365054631e-10       6.571137681453e-15       2.529762853632e-13       6.627162820043e-17       9.942397263266e-11       8.863753087122e-12      -1.529094887942e-14 
   40       1.620573399920e-10       7.137606017970e-15       2.456548612919e-13       6.971100700482e-17       9.443605251415e-11       8.454560611961e-12      -1.165581393276e-14 
   41       1.643948938316e-10       7.742646179214e-15       2.371475798818e-13       7.323998779511e-17       8.976488240853e-11       8.074079634836e-12      -8.761078823768e-15 
   42       1.667524300130e-10       8.386516129138e-15       2.275024574511e-13       7.685883903141e-17       8.539664756848e-11       7.721383927031e-12      -6.769351016361e-15 
   43       1.691331512438e-10       9.068185100342e-15       2.167272512505e-13       8.056779809328e-17       8.131965603743e-11       7.394390058659e-12      -5.681407704857e-15 
   44       1.715369225724e-10       9.786151785727e-15       2.048328605457e-13       8.436710601337e-17       7.750411979241e-11       7.089237295945e-12      -5.475945293787e-15 
   45       1.739618225655e-10       1.053888961762e-14       1.918104752567e-13       8.825697013865e-17       7.391277984297e-11       6.801465352902e-12      -6.083667682888e-15 
   46       1.764101372931e-10       1.132640916273e-14       1.775550018850e-13       9.223743890033e-17       7.053996320666e-11       6.530289500707e-12      -7.304385431797e-15 
   47       1.788835898883e-10       1.214911387099e-14       1.619186535341e-13       9.630848953446e-17       6.738175264304e-11       6.275371127447e-12      -8.862193158378e-15 
   48       1.813813910539e-10       1.300736513334e-14       1.447304288726e-13       1.004700599962e-16       6.442420911316e-11       6.035554954842e-12      -1.042446188446e-14 
   49       1.839000134804e-10       1.390148080620e-14       1.257947454511e-13       1.047220467705e-16       6.164262646025e-11       5.808808100918e-12      -1.159871829390e-14 
   50       1.864351631100e-10       1.483174120987e-14       1.049346867638e-13       1.090642941075e-16       5.900897221398e-11       5.592843444888e-12      -1.203388939860e-14 
   51       1.889888470842e-10       1.579841246688e-14       8.213875319877e-14       1.134965633657e-16       5.651832020135e-11       5.387330573156e-12      -1.176367495128e-14 
   52       1.915638343788e-10       1.680172694796e-14       5.745158257853e-14       1.180185515623e-16       5.416830443907e-11       5.192179635701e-12      -1.095098519885e-14 
   53       1.941615073349e-10       1.784187525448e-14       3.093353332871e-14       1.226298966900e-16       5.195120854854e-11       5.006881443050e-12      -9.793469712757e-15 
   54       1.967817394581e-10       1.891900509460e-14       2.661417265188e-15       1.273301751230e-16       4.985360566589e-11       4.830478731402e-12      -8.525307960348e-15 
   55       1.994238038690e-10       2.003320900646e-14      -2.728606010133e-14       1.321189454988e-16       4.786045282538e-11       4.661899119641e-12      -7.372146087598e-15 
   56       2.020896428819e-10       2.118448653120e-14      -5.887789294819e-14       1.369958990664e-16       4.596939013650e-11       4.501116669596e-12      -6.398695931609e-15 
   57       2.047811966146e-10       2.237277067436e-14      -9.209221828451e-14       1.419607421457e-16       4.417936310361e-11       4.348228550899e-12      -5.626412657428e-15 
   58       2.074993632406e-10       2.359793671106e-14      -1.269019688824e-13       1.470131521607e-16       4.248629689765e-11       4.203104306383e-12      -5.076997371084e-15 
   59       2.102439169431e-10       2.485980062759e-14      -1.632747363005e-13       1.521527768568e-16       4.088290981711e-11       4.065371209106e-12      -4.772362218668e-15 
   60       2.130134258696e-10       2.615811756306e-14      -2.011726339083e-13       1.573792335188e-16       3.935852674893e-11       3.934399619364e-12      -4.734595485405e-15 
   61       2.158062303857e-10       2.749257294709e-14      -2.405635276989e-13       1.626921828557e-16       3.790204363414e-11       3.809481741097e-12      -4.974267148376e-15 
   62       2.186238200421e-10       2.886275711412e-14      -2.814579843965e-13       1.680915718042e-16       3.651202043570e-11       3.690447904759e-12      -5.452357094850e-15 
   63       2.214680724622e-10       3.026818219970e-14      -3.238804114252e-13       1.735774440847e-16       3.518853293886e-11       3.577163261063e-12      -6.109680460653e-15 
   64       2.243402124846e-10       3.170828718690e-14      -3.678586402281e-13       1.791498718990e-16       3.393013681086e-11       3.469338250140e-12      -6.877396264025e-15 
   65       2.272407637601e-10       3.318243611615e-14      -4.134241499831e-13       1.848089575165e-16       3.273378104079e-11       3.366520094975e-12      -7.676602556113e-15 
   66       2.301695003484e-10       3.468991629512e-14      -4.606122913178e-13       1.905548348615e-16       3.159472137959e-11       3.268084294837e-12      -8.417931571451e-15 
   67       2.331253983145e-10       3.622993650860e-14      -5.094625100246e-13       1.963876710999e-16       3.050643377998e-11       3.173226118719e-12      -9.001144878457e-15 
   68       2.361073357503e-10       3.780169486641e-14      -5.600074787263e-13       2.023076674178e-16       2.946235720230e-11       3.081177788697e-12      -9.340370640699e-15 
   69       2.391164657425e-10       3.940460231294e-14      -6.122374345483e-13       2.083150579947e-16       2.846172559126e-11       2.991930146668e-12      -9.446658537584e-15 
   70       2.421542394860e-10       4.103810139870e-14      -6.661289840103e-13       2.144101136724e-16       2.750476754052e-11       2.905642606598e-12      -9.361502212494e-15 
   71       2.452216716655e-10       4.270160064055e-14      -7.216554968174e-13       2.205931442816e-16       2.659094242401e-11       2.822427717422e-12      -9.132923689982e-15 
   72       2.483193111941e-10       4.439447451251e-14      -7.787870458916e-13       2.268645002090e-16       2.571890062273e-11       2.742348428594e-12      -8.815724334723e-15 
   73       2.514472119504e-10       4.611606343670e-14      -8.374903474023e-13       2.332245739628e-16       2.488644375157e-11       2.665415355651e-12      -8.471735810457e-15 
   74       2.546049035178e-10       4.786567377420e-14      -8.977287007978e-13       2.396738017392e-16       2.409048488607e-11       2.591584045760e-12      -8.170071038941e-15 
   75       2.577913619216e-10       4.964257781600e-14      -9.594619288357e-13       2.462126649880e-16       2.332700878924e-11       2.520752243279e-12      -7.987375158895e-15 
   76       2.610055390226e-10       5.144591446528e-14      -1.022647520638e-12       2.528416059130e-16       2.259206897125e-11       2.452793908805e-12      -7.988708547242e-15 
   77       2.642481268326e-10       5.327437039570e-14      -1.087244434060e-12       2.595607527188e-16       2.188507669537e-11       2.387674482781e-12      -8.165616504364e-15 
   78       2.675200632619e-10       5.512644046415e-14      -1.153209880972e-12       2.663701468735e-16       2.120604226476e-11       2.325351770482e-12      -8.487169750311e-15 
   79       2.708219844882e-10       5.700051984878e-14      -1.220498151017e-12       2.732698245354e-16       2.055457318461e-11       2.265739104453e-12      -8.918186658828e-15 
   80       2.741542071505e-10       5.889490200358e-14      -1.289060576315e-12       2.802598163536e-16       1.992985565001e-11       2.208703363721e-12      -9.419087061053e-15 
   81       2.775167105424e-10       6.080777661280e-14      -1.358845496159e-12       2.873401472697e-16       1.933063603383e-11       2.154062993014e-12      -9.945746049210e-15 
   82       2.809091188063e-10       6.273722754547e-14      -1.429798221717e-12       2.945108363191e-16       1.875520237468e-11       2.101586021973e-12      -1.044934778032e-14 
   83       2.843306831271e-10       6.468123080988e-14      -1.501861000731e-12       3.017718964317e-16       1.820136586474e-11       2.050988084370e-12      -1.087623927987e-14 
   84       2.877806603786e-10       6.663781084306e-14      -1.574978902141e-12       3.091233382590e-16       1.766699311098e-11       2.001999167543e-12      -1.117966723290e-14 
   85       2.912595601915e-10       6.860554362930e-14      -1.649118668156e-12       3.165651828155e-16       1.715174485207e-11       1.954580913729e-12      -1.135754417588e-14 
   86       2.947680729374e-10       7.058313362543e-14      -1.724252937266e-12       3.240974505782e-16       1.665559288305e-11       1.908741878512e-12      -1.142070420552e-14 
   87       2.983066806779e-10       7.256926344822e-14      -1.800354665442e-12       3.317201575187e-16       1.617828579110e-11       1.864471190061e-12      -1.138162937995e-14 
   88       3.018756460221e-10       7.456259448989e-14      -1.877397190328e-12       3.394333149721e-16       1.571933970014e-11       1.821737723477e-12      -1.125450323657e-14 
   89       3.054750009828e-10       7.656176753372e-14      -1.955354295437e-12       3.472369295057e-16       1.527802901541e-11       1.780489275134e-12      -1.105526430978e-14 
   90       3.091045358336e-10       7.856540336965e-14      -2.034200274345e-12       3.551310027883e-16       1.485337716808e-11       1.740651737028e-12      -1.080165964873e-14 
   91       3.127637879658e-10       8.057210340983e-14      -2.113909994887e-12       3.631155314588e-16       1.444414735981e-11       1.702128271122e-12      -1.051329833514e-14 
   92       3.164520307452e-10       8.258045030423e-14      -2.194458963348e-12       3.711905069953e-16       1.404883330735e-11       1.664798483691e-12      -1.021170500105e-14 
   93       3.201685440778e-10       8.458896922256e-14      -2.275816761453e-12       3.793560199599e-16       1.366601686019e-11       1.628548466001e-12      -9.916298984664e-15 
   94       3.239134968603e-10       8.659600370182e-14      -2.357926088765e-12       3.876125909539e-16       1.329552248216e-11       1.593367878009e-12      -9.631523796867e-15 
   95       3.276871772656e-10       8.859982217748e-14      -2.440720672285e-12       3.959608894276e-16       1.293742009951e-11       1.559266007445e-12      -9.357871867513e-15 
   96       3.314897156801e-10       9.059865572803e-14      -2.524131586389e-12       4.044016350234e-16       1.259166953621e-11       1.526241807923e-12      -9.095784052045e-15 
   97       3.353210774279e-10       9.259069815060e-14      -2.608087226054e-12       4.129355988776e-16       1.225811629448e-11       1.494283496980e-12      -8.845647221167e-15 
   98       3.391810554945e-10       9.457410603666e-14      -2.692513280082e-12       4.215636049220e-16       1.193648733546e-11       1.463368154121e-12      -8.607791850518e-15 
   99       3.430692632506e-10       9.654699884766e-14      -2.777332704320e-12       4.302865311856e-16       1.162638685973e-11       1.433461318858e-12      -8.382489610346e-15 
  100       3.469851271758e-10       9.850745899065e-14      -2.862465694889e-12       4.391053110962e-16       1.132729208798e-11       1.404516588757e-12      -8.169950955178e-15 
  101       3.509278795828e-10       1.004535318940e-13      -2.947829661406e-12       4.480209347821e-16       1.103854904155e-11       1.376475217478e-12      -7.970322713496e-15 
  102       3.548965513407e-10       1.023832260831e-13      -3.033339200206e-12       4.570344503736e-16       1.075936832304e-11       1.349265712819e-12      -7.783685677408e-15 
